"date","city","city_type","pm25","pm10","o3","no2","so2","co","year"
"2024/6/29","Busan","Coastal",74,19,38,24,3,3,2024
"2024/6/30","Busan","Coastal",43,19,20,13,3,3,2024
"2024/7/1","Busan","Coastal",37,26,48,28,4,4,2024
"2024/1/2","Busan","Coastal",64,40,32,38,5,7,2024
"2024/1/3","Busan","Coastal",76,45,33,29,4,6,2024
"2024/1/4","Busan","Coastal",94,43,35,33,4,5,2024
"2024/1/5","Busan","Coastal",97,56,41,42,7,7,2024
"2024/1/6","Busan","Coastal",109,47,35,41,5,5,2024
"2024/1/7","Busan","Coastal",104,25,30,22,4,4,2024
"2024/1/8","Busan","Coastal",66,26,27,33,5,4,2024
"2024/1/9","Busan","Coastal",51,43,21,44,7,6,2024
"2024/1/10","Busan","Coastal",81,43,25,29,4,5,2024
"2024/1/11","Busan","Coastal",89,53,30,31,5,6,2024
"2024/1/12","Busan","Coastal",117,60,30,39,6,7,2024
"2024/1/13","Busan","Coastal",117,44,31,38,4,6,2024
"2024/1/14","Busan","Coastal",90,29,41,28,4,6,2024
"2024/1/15","Busan","Coastal",64,28,35,18,5,6,2024
"2024/1/16","Busan","Coastal",61,32,29,34,5,5,2024
"2024/1/17","Busan","Coastal",55,52,23,50,5,8,2024
"2024/1/18","Busan","Coastal",105,35,33,33,4,6,2024
"2024/1/19","Busan","Coastal",77,30,33,20,4,4,2024
"2024/1/20","Busan","Coastal",63,13,33,22,4,4,2024
"2024/1/21","Busan","Coastal",39,16,32,17,3,5,2024
"2024/1/22","Busan","Coastal",42,25,29,19,3,5,2024
"2024/1/23","Busan","Coastal",59,24,31,14,3,5,2024
"2024/1/24","Busan","Coastal",52,24,33,20,5,5,2024
"2024/1/25","Busan","Coastal",50,36,28,29,5,6,2024
"2024/1/26","Busan","Coastal",67,41,31,36,5,7,2024
"2024/1/27","Busan","Coastal",77,46,34,39,4,7,2024
"2024/1/28","Busan","Coastal",104,39,38,30,5,7,2024
"2024/1/29","Busan","Coastal",89,51,31,40,4,6,2024
"2024/1/30","Busan","Coastal",96,52,38,38,4,6,2024
"2024/1/31","Busan","Coastal",112,51,41,40,5,6,2024
"2024/2/1","Busan","Coastal",110,48,34,31,5,6,2024
"2024/2/2","Busan","Coastal",116,18,29,26,5,4,2024
"2024/2/3","Busan","Coastal",49,25,30,30,6,5,2024
"2024/2/4","Busan","Coastal",56,19,32,18,4,4,2024
"2024/2/5","Busan","Coastal",47,13,37,21,4,4,2024
"2024/2/6","Busan","Coastal",33,23,30,27,4,5,2024
"2024/2/7","Busan","Coastal",59,33,30,31,4,4,2024
"2024/2/8","Busan","Coastal",73,39,30,34,4,5,2024
"2024/2/9","Busan","Coastal",82,46,37,32,5,5,2024
"2024/2/10","Busan","Coastal",111,31,46,19,4,4,2024
"2024/2/11","Busan","Coastal",81,59,47,23,4,7,2024
"2024/2/12","Busan","Coastal",150,51,42,28,4,6,2024
"2024/2/13","Busan","Coastal",116,53,43,36,4,6,2024
"2024/2/14","Busan","Coastal",101,42,33,41,3,6,2024
"2024/2/15","Busan","Coastal",78,32,40,30,5,5,2024
"2024/2/16","Busan","Coastal",68,24,35,24,4,4,2024
"2024/2/17","Busan","Coastal",54,34,37,38,4,5,2024
"2024/2/18","Busan","Coastal",71,37,29,39,5,7,2024
"2024/2/19","Busan","Coastal",85,35,34,31,5,7,2024
"2024/2/20","Busan","Coastal",73,25,35,21,4,5,2024
"2024/2/21","Busan","Coastal",64,10,33,17,4,3,2024
"2024/2/22","Busan","Coastal",30,13,32,20,3,3,2024
"2024/2/23","Busan","Coastal",35,21,32,23,3,3,2024
"2024/2/24","Busan","Coastal",48,24,33,24,3,3,2024
"2024/2/25","Busan","Coastal",55,15,30,20,3,4,2024
"2024/2/26","Busan","Coastal",42,20,34,22,3,4,2024
"2024/2/27","Busan","Coastal",49,32,35,25,3,4,2024
"2024/2/28","Busan","Coastal",64,37,39,29,3,3,2024
"2024/2/29","Busan","Coastal",60,27,33,34,3,3,2024
"2024/3/1","Busan","Coastal",59,34,37,19,4,4,2024
"2024/3/2","Busan","Coastal",69,30,36,21,4,3,2024
"2024/3/3","Busan","Coastal",60,52,54,26,6,6,2024
"2024/3/4","Busan","Coastal",102,72,54,45,5,6,2024
"2024/3/5","Busan","Coastal",143,25,45,30,3,5,2024
"2024/3/6","Busan","Coastal",60,24,39,23,3,4,2024
"2024/3/7","Busan","Coastal",56,33,36,32,4,4,2024
"2024/3/8","Busan","Coastal",68,41,41,24,5,4,2024
"2024/3/9","Busan","Coastal",79,40,43,31,5,5,2024
"2024/3/10","Busan","Coastal",76,36,46,28,4,5,2024
"2024/3/11","Busan","Coastal",77,41,41,39,5,6,2024
"2024/3/12","Busan","Coastal",79,31,36,30,4,6,2024
"2024/3/13","Busan","Coastal",71,47,49,34,5,6,2024
"2024/3/14","Busan","Coastal",96,51,62,40,6,6,2024
"2024/3/15","Busan","Coastal",103,53,57,45,5,6,2024
"2024/3/16","Busan","Coastal",111,55,74,46,5,5,2024
"2024/3/17","Busan","Coastal",104,43,53,23,2,3,2024
"2024/3/18","Busan","Coastal",73,55,45,25,2,3,2024
"2024/3/19","Busan","Coastal",68,55,47,23,4,5,2024
"2024/3/20","Busan","Coastal",74,40,42,22,5,4,2024
"2024/3/21","Busan","Coastal",76,40,44,30,5,4,2024
"2024/3/22","Busan","Coastal",74,43,45,33,4,4,2024
"2024/3/23","Busan","Coastal",71,51,58,27,4,4,2024
"2024/3/24","Busan","Coastal",79,32,45,21,4,4,2024
"2024/3/25","Busan","Coastal",62,26,43,24,3,4,2024
"2024/3/26","Busan","Coastal",53,15,41,24,4,4,2024
"2024/3/27","Busan","Coastal",40,27,44,32,10,5,2024
"2024/3/28","Busan","Coastal",58,25,33,34,7,5,2024
"2024/3/29","Busan","Coastal",48,80,48,27,4,4,2024
"2024/3/30","Busan","Coastal",85,70,67,33,4,5,2024
"2024/3/31","Busan","Coastal",101,61,58,31,5,5,2024
"2024/4/1","Busan","Coastal",98,55,60,44,5,5,2024
"2023/10/2","Busan","Coastal",63,21,51,16,3,3,2023
"2023/10/3","Busan","Coastal",52,22,39,21,3,3,2023
"2023/10/4","Busan","Coastal",52,25,47,21,3,3,2023
"2023/10/5","Busan","Coastal",58,32,43,20,3,3,2023
"2023/10/6","Busan","Coastal",59,39,65,30,3,4,2023
"2023/10/7","Busan","Coastal",66,28,40,23,4,4,2023
"2023/10/8","Busan","Coastal",63,21,34,16,3,4,2023
"2023/10/9","Busan","Coastal",47,17,33,14,3,3,2023
"2023/10/10","Busan","Coastal",45,25,43,19,3,5,2023
"2023/10/11","Busan","Coastal",55,27,48,21,4,3,2023
"2023/10/12","Busan","Coastal",59,27,48,23,3,4,2023
"2023/10/13","Busan","Coastal",56,29,47,27,4,4,2023
"2023/10/14","Busan","Coastal",61,30,64,24,3,5,2023
"2023/10/15","Busan","Coastal",66,24,53,19,3,4,2023
"2023/10/16","Busan","Coastal",59,39,51,24,3,4,2023
"2023/10/17","Busan","Coastal",73,40,46,34,3,4,2023
"2023/10/18","Busan","Coastal",72,35,58,32,3,4,2023
"2023/10/19","Busan","Coastal",71,35,64,31,3,4,2023
"2023/10/20","Busan","Coastal",70,23,37,17,4,3,2023
"2023/10/21","Busan","Coastal",49,22,32,12,3,3,2023
"2023/10/22","Busan","Coastal",31,15,30,8,4,3,2023
"2023/10/23","Busan","Coastal",19,26,52,11,3,3,2023
"2023/10/24","Busan","Coastal",40,27,46,19,4,3,2023
"2023/10/25","Busan","Coastal",52,30,45,16,3,3,2023
"2023/10/26","Busan","Coastal",58,34,56,16,4,4,2023
"2023/10/27","Busan","Coastal",70,45,49,19,4,4,2023
"2023/10/28","Busan","Coastal",93,34,62,30,4,4,2023
"2023/10/29","Busan","Coastal",70,26,42,23,4,4,2023
"2023/10/30","Busan","Coastal",63,38,48,33,4,4,2023
"2023/10/31","Busan","Coastal",75,51,56,37,3,6,2023
"2023/11/1","Busan","Coastal",99,46,50,39,4,5,2023
"2023/11/2","Busan","Coastal",95,42,44,37,4,4,2023
"2023/11/3","Busan","Coastal",80,40,44,33,5,3,2023
"2023/11/4","Busan","Coastal",77,37,43,32,5,4,2023
"2023/11/5","Busan","Coastal",79,33,44,22,4,3,2023
"2023/11/6","Busan","Coastal",76,29,39,6,3,3,2023
"2023/11/7","Busan","Coastal",59,31,32,17,4,3,2023
"2023/11/8","Busan","Coastal",58,26,37,28,3,4,2023
"2023/11/9","Busan","Coastal",50,33,42,36,4,5,2023
"2023/11/10","Busan","Coastal",67,31,36,26,3,4,2023
"2023/11/11","Busan","Coastal",59,28,31,24,4,3,2023
"2023/11/12","Busan","Coastal",59,20,34,15,3,3,2023
"2023/11/13","Busan","Coastal",49,26,32,26,5,3,2023
"2023/11/14","Busan","Coastal",55,31,32,32,5,4,2023
"2023/11/15","Busan","Coastal",67,41,33,34,5,5,2023
"2023/11/16","Busan","Coastal",85,45,29,35,5,6,2023
"2023/11/17","Busan","Coastal",98,28,28,20,4,4,2023
"2023/11/18","Busan","Coastal",61,24,33,20,3,3,2023
"2023/11/19","Busan","Coastal",54,27,37,20,4,4,2023
"2023/11/20","Busan","Coastal",60,48,33,32,6,6,2023
"2023/11/21","Busan","Coastal",66,44,40,42,10,6,2023
"2023/11/22","Busan","Coastal",80,42,45,36,5,6,2023
"2023/11/23","Busan","Coastal",81,47,62,30,4,6,2023
"2023/11/24","Busan","Coastal",98,29,33,14,5,3,2023
"2023/11/25","Busan","Coastal",55,24,31,24,4,4,2023
"2023/11/26","Busan","Coastal",53,30,31,33,5,5,2023
"2023/11/27","Busan","Coastal",67,44,32,41,5,6,2023
"2023/11/28","Busan","Coastal",82,46,32,22,5,4,2023
"2023/11/29","Busan","Coastal",75,38,29,27,5,4,2023
"2023/11/30","Busan","Coastal",68,29,28,19,5,3,2023
"2023/12/1","Busan","Coastal",53,32,28,21,5,4,2023
"2023/12/2","Busan","Coastal",65,29,31,27,4,4,2023
"2023/12/3","Busan","Coastal",68,45,34,27,4,6,2023
"2023/12/4","Busan","Coastal",95,48,29,41,5,6,2023
"2023/12/5","Busan","Coastal",95,48,28,43,6,7,2023
"2023/12/6","Busan","Coastal",102,56,49,40,5,7,2023
"2023/12/7","Busan","Coastal",113,55,39,30,4,4,2023
"2023/12/8","Busan","Coastal",95,67,48,40,4,7,2023
"2023/12/9","Busan","Coastal",87,59,47,36,3,5,2023
"2023/12/10","Busan","Coastal",71,61,48,30,7,6,2023
"2023/12/11","Busan","Coastal",95,34,42,27,4,5,2023
"2023/12/12","Busan","Coastal",63,15,30,20,3,4,2023
"2023/12/13","Busan","Coastal",35,25,31,24,4,5,2023
"2023/12/14","Busan","Coastal",43,23,31,33,5,5,2023
"2023/12/15","Busan","Coastal",49,17,24,34,3,6,2023
"2023/12/16","Busan","Coastal",39,13,32,16,3,4,2023
"2023/12/17","Busan","Coastal",32,16,32,16,4,3,2023
"2023/12/18","Busan","Coastal",46,21,32,26,4,3,2023
"2023/12/19","Busan","Coastal",49,28,28,30,4,4,2023
"2023/12/20","Busan","Coastal",59,37,29,31,4,4,2023
"2023/12/21","Busan","Coastal",72,25,28,25,5,4,2023
"2023/12/22","Busan","Coastal",57,30,27,25,5,3,2023
"2023/12/23","Busan","Coastal",55,21,31,30,4,3,2023
"2023/12/24","Busan","Coastal",50,31,31,37,5,5,2023
"2023/12/25","Busan","Coastal",72,40,34,34,6,5,2023
"2023/12/26","Busan","Coastal",90,47,26,40,6,6,2023
"2023/12/27","Busan","Coastal",101,50,29,47,5,7,2023
"2023/12/28","Busan","Coastal",102,58,34,54,6,7,2023
"2023/12/29","Busan","Coastal",122,62,34,44,5,6,2023
"2023/12/30","Busan","Coastal",143,63,30,48,5,7,2023
"2023/12/31","Busan","Coastal",150,43,39,28,4,8,2023
"2024/1/1","Busan","Coastal",109,28,34,30,4,6,2024
"2023/7/2","Busan","Coastal",82,34,52,24,3,5,2023
"2023/7/3","Busan","Coastal",78,31,63,31,4,4,2023
"2023/7/4","Busan","Coastal",67,19,38,38,3,3,2023
"2023/7/5","Busan","Coastal",49,25,61,25,2,3,2023
"2023/7/6","Busan","Coastal",49,40,52,23,4,5,2023
"2023/7/7","Busan","Coastal",74,36,46,23,3,4,2023
"2023/7/8","Busan","Coastal",75,24,40,38,2,5,2023
"2023/7/9","Busan","Coastal",37,38,36,28,3,3,2023
"2023/7/10","Busan","Coastal",67,33,39,22,3,3,2023
"2023/7/11","Busan","Coastal",71,17,33,15,2,2,2023
"2023/7/12","Busan","Coastal",40,17,26,15,1,3,2023
"2023/7/13","Busan","Coastal",26,27,17,21,2,3,2023
"2023/7/14","Busan","Coastal",44,26,20,8,1,2,2023
"2023/7/15","Busan","Coastal",32,24,30,9,2,3,2023
"2023/7/16","Busan","Coastal",37,15,37,20,1,3,2023
"2023/7/17","Busan","Coastal",33,23,27,15,2,3,2023
"2023/7/18","Busan","Coastal",43,19,18,20,3,3,2023
"2023/7/19","Busan","Coastal",32,21,19,25,3,4,2023
"2023/7/20","Busan","Coastal",33,34,50,32,4,3,2023
"2023/7/21","Busan","Coastal",77,30,41,20,2,3,2023
"2023/7/22","Busan","Coastal",61,24,28,22,4,2,2023
"2023/7/23","Busan","Coastal",53,23,48,13,2,2,2023
"2023/7/24","Busan","Coastal",49,17,36,16,2,3,2023
"2023/7/25","Busan","Coastal",35,22,25,21,3,2,2023
"2023/7/26","Busan","Coastal",36,32,31,19,5,2,2023
"2023/7/27","Busan","Coastal",67,31,47,25,4,3,2023
"2023/7/28","Busan","Coastal",88,39,41,27,4,3,2023
"2023/7/29","Busan","Coastal",97,41,65,31,4,3,2023
"2023/7/30","Busan","Coastal",92,34,69,22,4,3,2023
"2023/7/31","Busan","Coastal",72,32,45,24,5,2,2023
"2023/8/1","Busan","Coastal",63,20,30,14,2,3,2023
"2023/8/2","Busan","Coastal",41,31,66,27,3,3,2023
"2023/8/3","Busan","Coastal",63,31,49,32,4,3,2023
"2023/8/4","Busan","Coastal",61,32,41,24,6,2,2023
"2023/8/5","Busan","Coastal",45,22,60,22,3,3,2023
"2023/8/6","Busan","Coastal",38,14,37,9,4,3,2023
"2023/8/7","Busan","Coastal",33,20,52,9,4,3,2023
"2023/8/8","Busan","Coastal",47,21,38,11,4,3,2023
"2023/8/9","Busan","Coastal",45,14,20,8,2,3,2023
"2023/8/10","Busan","Coastal",30,19,36,6,2,3,2023
"2023/8/11","Busan","Coastal",24,22,50,22,2,3,2023
"2023/8/12","Busan","Coastal",45,29,53,26,2,4,2023
"2023/8/13","Busan","Coastal",53,29,62,13,3,4,2023
"2023/8/14","Busan","Coastal",52,27,41,16,7,3,2023
"2023/8/15","Busan","Coastal",33,25,35,13,2,4,2023
"2023/8/16","Busan","Coastal",43,31,26,21,3,3,2023
"2023/8/17","Busan","Coastal",60,27,32,17,4,4,2023
"2023/8/18","Busan","Coastal",65,18,40,18,3,3,2023
"2023/8/19","Busan","Coastal",37,23,76,19,3,3,2023
"2023/8/20","Busan","Coastal",59,25,57,18,2,3,2023
"2023/8/21","Busan","Coastal",68,27,31,22,4,3,2023
"2023/8/22","Busan","Coastal",57,34,32,18,3,2,2023
"2023/8/23","Busan","Coastal",71,27,27,18,4,3,2023
"2023/8/24","Busan","Coastal",70,18,50,20,2,3,2023
"2023/8/25","Busan","Coastal",40,23,66,24,2,4,2023
"2023/8/26","Busan","Coastal",47,32,86,30,4,5,2023
"2023/8/27","Busan","Coastal",57,26,59,16,4,4,2023
"2023/8/28","Busan","Coastal",61,21,37,18,4,4,2023
"2023/8/29","Busan","Coastal",53,25,26,18,4,3,2023
"2023/8/30","Busan","Coastal",49,23,19,16,4,2,2023
"2023/8/31","Busan","Coastal",47,23,31,11,3,3,2023
"2023/9/1","Busan","Coastal",55,15,20,15,3,3,2023
"2023/9/2","Busan","Coastal",33,14,38,23,3,4,2023
"2023/9/3","Busan","Coastal",38,20,32,11,5,3,2023
