"date","city","city_type","pm25","pm10","o3","no2","so2","co","year"
"2017/4/15","Incheon","Coastal",92,65,61,43,22,8,2017
"2017/4/16","Incheon","Coastal",114,60,47,46,27,9,2017
"2017/4/17","Incheon","Coastal",115,60,35,58,21,10,2017
"2017/4/18","Incheon","Coastal",110,49,42,46,15,8,2017
"2017/4/19","Incheon","Coastal",92,86,39,38,14,6,2017
"2017/4/20","Incheon","Coastal",75,88,46,53,21,7,2017
"2017/4/21","Incheon","Coastal",96,66,42,57,26,7,2017
"2017/4/22","Incheon","Coastal",95,68,50,48,23,9,2017
"2017/4/23","Incheon","Coastal",112,56,63,40,21,7,2017
"2017/4/24","Incheon","Coastal",97,55,66,51,17,8,2017
"2017/4/25","Incheon","Coastal",81,55,49,44,18,8,2017
"2017/4/26","Incheon","Coastal",97,58,48,42,12,8,2017
"2017/4/27","Incheon","Coastal",87,52,48,38,13,7,2017
"2017/4/28","Incheon","Coastal",68,62,45,37,18,9,2017
"2017/4/29","Incheon","Coastal",91,67,64,38,16,9,2017
"2017/4/30","Incheon","Coastal",111,78,95,29,22,10,2017
"2017/5/1","Incheon","Coastal",152,98,101,55,19,12,2017
"2017/5/2","Incheon","Coastal",166,95,62,65,28,12,2017
"2017/5/3","Incheon","Coastal",154,75,99,71,30,10,2017
"2017/5/4","Incheon","Coastal",127,72,52,62,26,9,2017
"2017/5/5","Incheon","Coastal",121,57,48,34,23,7,2017
"2017/5/6","Incheon","Coastal",96,181,47,24,12,8,2017
"2017/5/7","Incheon","Coastal",116,80,53,27,18,7,2017
"2017/5/8","Incheon","Coastal",82,121,64,46,20,10,2017
"2017/5/9","Incheon","Coastal",137,101,33,50,14,8,2017
"2017/5/10","Incheon","Coastal",120,67,42,34,11,8,2017
"2017/5/11","Incheon","Coastal",97,66,58,45,16,8,2017
"2017/5/12","Incheon","Coastal",111,76,51,46,18,10,2017
"2017/5/13","Incheon","Coastal",150,60,51,33,12,8,2017
"2017/5/14","Incheon","Coastal",114,68,48,23,10,6,2017
"2017/5/15","Incheon","Coastal",73,54,41,29,11,6,2017
"2017/5/16","Incheon","Coastal",58,48,43,31,13,6,2017
"2017/5/17","Incheon","Coastal",71,55,49,47,19,8,2017
"2017/5/18","Incheon","Coastal",108,60,85,48,22,9,2017
"2017/5/19","Incheon","Coastal",117,56,62,45,20,8,2017
"2017/5/20","Incheon","Coastal",111,50,54,46,28,7,2017
"2017/5/21","Incheon","Coastal",110,41,48,33,14,7,2017
"2017/5/22","Incheon","Coastal",85,53,41,40,19,8,2017
"2017/5/23","Incheon","Coastal",109,50,32,36,22,8,2017
"2017/5/24","Incheon","Coastal",106,43,41,34,10,7,2017
"2017/5/25","Incheon","Coastal",85,53,52,36,14,6,2017
"2017/5/26","Incheon","Coastal",87,40,42,26,9,7,2017
"2017/5/27","Incheon","Coastal",52,46,61,37,18,6,2017
"2017/5/28","Incheon","Coastal",71,53,80,36,17,9,2017
"2017/5/29","Incheon","Coastal",97,64,78,33,16,8,2017
"2017/5/30","Incheon","Coastal",126,57,54,38,22,7,2017
"2017/5/31","Incheon","Coastal",100,52,41,39,15,11,2017
"2017/6/1","Incheon","Coastal",105,44,38,32,11,10,2017
"2017/6/2","Incheon","Coastal",86,45,43,31,8,5,2017
"2017/6/3","Incheon","Coastal",65,43,46,25,11,7,2017
"2017/6/4","Incheon","Coastal",63,40,50,31,10,6,2017
"2017/6/5","Incheon","Coastal",65,48,74,47,19,7,2017
"2017/6/6","Incheon","Coastal",77,50,45,37,11,8,2017
"2017/6/7","Incheon","Coastal",83,34,38,31,10,16,2017
"2017/6/8","Incheon","Coastal",67,54,78,34,9,14,2017
"2017/6/9","Incheon","Coastal",122,59,69,32,12,21,2017
"2017/6/10","Incheon","Coastal",137,66,74,33,11,9,2017
"2017/6/11","Incheon","Coastal",106,57,44,36,15,9,2017
"2017/6/12","Incheon","Coastal",70,49,56,33,12,18,2017
"2017/6/13","Incheon","Coastal",66,48,38,26,12,17,2017
"2017/6/14","Incheon","Coastal",78,52,41,26,11,5,2017
"2017/6/15","Incheon","Coastal",85,51,52,27,11,5,2017
"2017/6/16","Incheon","Coastal",91,67,81,39,17,7,2017
"2017/6/17","Incheon","Coastal",132,56,82,37,19,6,2017
"2017/6/18","Incheon","Coastal",104,52,49,44,15,6,2017
"2017/6/19","Incheon","Coastal",102,61,40,50,15,7,2017
"2017/6/20","Incheon","Coastal",127,65,66,69,22,7,2017
"2017/6/21","Incheon","Coastal",118,63,43,51,14,6,2017
"2017/6/22","Incheon","Coastal",130,45,49,44,16,6,2017
"2017/6/23","Incheon","Coastal",92,57,48,71,20,7,2017
"2017/6/24","Incheon","Coastal",117,52,26,69,29,7,2017
"2017/6/25","Incheon","Coastal",92,47,64,56,20,7,2017
"2017/6/26","Incheon","Coastal",100,52,50,56,11,7,2017
"2017/6/27","Incheon","Coastal",91,47,55,51,14,8,2017
"2017/6/28","Incheon","Coastal",94,59,50,56,19,8,2017
"2017/6/29","Incheon","Coastal",123,60,58,55,26,9,2017
"2017/6/30","Incheon","Coastal",128,62,40,56,16,14,2017
"2017/7/1","Incheon","Coastal",135,61,49,42,21,13,2017
"2017/1/3","Incheon","Coastal",178,86,28,58,16,18,2017
"2017/1/4","Incheon","Coastal",153,66,25,65,17,18,2017
"2017/1/5","Incheon","Coastal",138,58,15,55,15,15,2017
"2017/1/6","Incheon","Coastal",109,36,21,47,13,10,2017
"2017/1/7","Incheon","Coastal",61,73,8,75,22,19,2017
"2017/1/8","Incheon","Coastal",152,49,23,49,18,11,2017
"2017/1/9","Incheon","Coastal",96,66,32,37,11,11,2017
"2017/1/10","Incheon","Coastal",144,41,28,34,10,8,2017
"2017/1/11","Incheon","Coastal",72,37,25,40,12,8,2017
"2017/1/12","Incheon","Coastal",63,44,27,35,12,8,2017
"2017/1/13","Incheon","Coastal",82,39,25,31,11,8,2017
"2017/1/14","Incheon","Coastal",59,51,23,23,9,7,2017
"2017/1/15","Incheon","Coastal",55,36,23,27,9,9,2017
"2017/1/16","Incheon","Coastal",57,51,15,53,15,16,2017
"2017/1/17","Incheon","Coastal",94,68,11,81,26,23,2017
"2017/1/18","Incheon","Coastal",149,88,17,63,21,17,2017
"2017/1/19","Incheon","Coastal",171,86,27,54,20,15,2017
"2017/1/20","Incheon","Coastal",171,63,27,40,12,10,2017
"2017/1/21","Incheon","Coastal",139,55,25,50,15,11,2017
"2017/1/22","Incheon","Coastal",111,85,29,24,11,8,2017
"2017/1/23","Incheon","Coastal",99,57,28,36,11,9,2017
"2017/1/24","Incheon","Coastal",122,53,25,47,13,12,2017
"2017/1/25","Incheon","Coastal",101,62,23,66,19,14,2017
"2017/1/26","Incheon","Coastal",125,68,26,67,17,18,2017
"2017/1/27","Incheon","Coastal",153,83,33,25,9,7,2017
"2017/1/28","Incheon","Coastal",80,49,18,41,13,11,2017
"2017/1/29","Incheon","Coastal",67,43,17,45,13,13,2017
"2017/1/30","Incheon","Coastal",71,54,30,26,9,8,2017
"2017/1/31","Incheon","Coastal",100,42,24,42,12,10,2017
"2017/2/1","Incheon","Coastal",75,50,29,47,12,14,2017
"2017/2/2","Incheon","Coastal",90,45,34,42,11,11,2017
"2017/2/3","Incheon","Coastal",73,69,40,66,19,15,2017
"2017/2/4","Incheon","Coastal",143,89,8,93,20,25,2017
"2017/2/5","Incheon","Coastal",172,70,36,52,14,14,2017
"2017/2/6","Incheon","Coastal",148,50,34,37,12,7,2017
"2017/2/7","Incheon","Coastal",99,48,23,46,14,10,2017
"2017/2/8","Incheon","Coastal",80,59,25,48,15,13,2017
"2017/2/9","Incheon","Coastal",97,56,30,33,10,7,2017
"2017/2/10","Incheon","Coastal",67,45,31,31,9,6,2017
"2017/2/11","Incheon","Coastal",65,39,32,30,9,7,2017
"2017/2/12","Incheon","Coastal",65,42,36,41,15,10,2017
"2017/2/13","Incheon","Coastal",70,55,23,62,27,16,2017
"2017/2/14","Incheon","Coastal",108,59,36,50,22,11,2017
"2017/2/15","Incheon","Coastal",111,66,20,68,30,14,2017
"2017/2/16","Incheon","Coastal",137,66,32,65,21,15,2017
"2017/2/17","Incheon","Coastal",132,56,34,33,12,6,2017
"2017/2/18","Incheon","Coastal",67,46,36,35,17,7,2017
"2017/2/19","Incheon","Coastal",65,55,33,43,17,11,2017
"2017/2/20","Incheon","Coastal",98,57,36,30,11,8,2017
"2017/2/21","Incheon","Coastal",81,65,25,55,24,12,2017
"2017/2/22","Incheon","Coastal",111,60,14,68,14,14,2017
"2017/2/23","Incheon","Coastal",123,45,38,34,10,6,2017
"2017/2/24","Incheon","Coastal",83,42,34,41,16,7,2017
"2017/2/25","Incheon","Coastal",74,61,38,47,19,11,2017
"2017/2/26","Incheon","Coastal",117,63,36,39,15,11,2017
"2017/2/27","Incheon","Coastal",126,53,31,57,21,11,2017
"2017/2/28","Incheon","Coastal",91,60,32,64,23,14,2017
"2017/3/1","Incheon","Coastal",109,68,41,61,21,10,2017
"2017/3/2","Incheon","Coastal",140,48,37,34,10,7,2017
"2017/3/3","Incheon","Coastal",87,55,37,48,16,10,2017
"2017/3/4","Incheon","Coastal",90,66,37,64,22,13,2017
"2017/3/5","Incheon","Coastal",126,68,43,54,18,13,2017
"2017/3/6","Incheon","Coastal",147,48,36,31,9,8,2017
"2017/3/7","Incheon","Coastal",98,44,39,30,9,7,2017
"2017/3/8","Incheon","Coastal",70,53,39,36,12,8,2017
"2017/3/9","Incheon","Coastal",75,59,40,45,14,11,2017
"2017/3/10","Incheon","Coastal",85,54,42,50,15,10,2017
"2017/3/11","Incheon","Coastal",88,71,41,72,36,14,2017
"2017/3/12","Incheon","Coastal",145,84,54,61,28,15,2017
"2017/3/13","Incheon","Coastal",160,64,39,38,15,10,2017
"2017/3/14","Incheon","Coastal",121,58,41,37,13,10,2017
"2017/3/15","Incheon","Coastal",93,54,37,44,15,8,2017
"2017/3/16","Incheon","Coastal",85,72,41,64,24,10,2017
"2017/3/17","Incheon","Coastal",143,85,44,75,24,12,2017
"2017/3/18","Incheon","Coastal",164,74,68,63,35,11,2017
"2017/3/19","Incheon","Coastal",153,81,50,59,27,11,2017
"2017/3/20","Incheon","Coastal",160,104,26,90,29,17,2017
"2017/3/21","Incheon","Coastal",174,83,38,41,14,8,2017
"2017/3/22","Incheon","Coastal",143,60,39,49,15,8,2017
"2017/3/23","Incheon","Coastal",106,74,47,55,20,8,2017
"2017/3/24","Incheon","Coastal",130,69,34,56,18,10,2017
"2017/3/25","Incheon","Coastal",120,65,44,50,25,7,2017
"2017/3/26","Incheon","Coastal",136,61,52,36,18,7,2017
"2017/3/27","Incheon","Coastal",134,76,50,40,13,13,2017
"2017/3/28","Incheon","Coastal",153,76,43,50,18,10,2017
"2017/3/29","Incheon","Coastal",156,67,42,48,16,9,2017
"2017/3/30","Incheon","Coastal",120,68,40,63,24,12,2017
"2017/3/31","Incheon","Coastal",132,77,25,59,21,11,2017
"2017/4/1","Incheon","Coastal",147,41,43,45,13,8,2017
"2016/10/2","Incheon","Coastal",145,67,21,43,13,11,2016
"2016/10/3","Incheon","Coastal",104,35,31,29,11,8,2016
"2016/10/4","Incheon","Coastal",45,54,36,46,12,9,2016
"2016/10/5","Incheon","Coastal",73,47,37,33,11,7,2016
"2016/10/6","Incheon","Coastal",60,49,31,33,12,7,2016
"2016/10/7","Incheon","Coastal",70,49,28,37,12,6,2016
"2016/10/8","Incheon","Coastal",71,43,39,27,11,6,2016
"2016/10/9","Incheon","Coastal",60,37,30,21,10,4,2016
"2016/10/10","Incheon","Coastal",49,49,23,39,12,6,2016
"2016/10/11","Incheon","Coastal",63,59,53,52,17,11,2016
"2016/10/12","Incheon","Coastal",103,66,33,34,13,8,2016
"2016/10/13","Incheon","Coastal",106,58,30,45,14,7,2016
"2016/10/14","Incheon","Coastal",83,70,25,70,21,14,2016
"2016/10/15","Incheon","Coastal",133,81,39,64,16,15,2016
"2016/10/16","Incheon","Coastal",156,70,26,48,14,12,2016
"2016/10/17","Incheon","Coastal",148,67,44,43,14,10,2016
"2016/10/18","Incheon","Coastal",137,68,22,53,16,11,2016
"2016/10/19","Incheon","Coastal",108,73,59,63,18,14,2016
"2016/10/20","Incheon","Coastal",141,77,41,65,15,13,2016
"2016/10/21","Incheon","Coastal",150,43,23,34,8,6,2016
"2016/10/22","Incheon","Coastal",67,46,26,37,9,6,2016
"2016/10/23","Incheon","Coastal",68,34,22,27,8,6,2016
"2016/10/24","Incheon","Coastal",45,40,21,39,12,6,2016
"2016/10/25","Incheon","Coastal",57,39,23,32,8,7,2016
"2016/10/26","Incheon","Coastal",62,58,18,43,11,13,2016
"2016/10/27","Incheon","Coastal",107,62,15,38,12,10,2016
"2016/10/28","Incheon","Coastal",97,49,32,40,9,8,2016
"2016/10/29","Incheon","Coastal",78,55,26,30,10,6,2016
"2016/10/30","Incheon","Coastal",79,44,23,32,12,6,2016
"2016/10/31","Incheon","Coastal",66,48,24,39,10,9,2016
"2016/11/1","Incheon","Coastal",85,41,24,31,9,6,2016
"2016/11/2","Incheon","Coastal",55,48,20,42,12,8,2016
"2016/11/3","Incheon","Coastal",72,58,39,46,15,10,2016
"2016/11/4","Incheon","Coastal",117,64,45,44,18,10,2016
"2016/11/5","Incheon","Coastal",143,74,54,43,21,9,2016
"2016/11/6","Incheon","Coastal",153,66,28,27,9,8,2016
"2016/11/7","Incheon","Coastal",103,49,29,31,9,7,2016
"2016/11/8","Incheon","Coastal",99,69,28,26,9,9,2016
"2016/11/9","Incheon","Coastal",155,55,22,35,11,8,2016
"2016/11/10","Incheon","Coastal",94,65,8,58,14,11,2016
"2016/11/11","Incheon","Coastal",132,67,30,44,15,9,2016
"2016/11/12","Incheon","Coastal",110,71,36,46,11,10,2016
"2016/11/13","Incheon","Coastal",116,67,26,46,13,11,2016
"2016/11/14","Incheon","Coastal",128,59,27,48,12,12,2016
"2016/11/15","Incheon","Coastal",114,64,25,30,10,7,2016
"2016/11/16","Incheon","Coastal",89,63,12,49,17,11,2016
"2016/11/17","Incheon","Coastal",99,70,19,62,17,17,2016
"2016/11/18","Incheon","Coastal",134,86,9,75,17,20,2016
"2016/11/19","Incheon","Coastal",165,68,20,47,18,11,2016
"2016/11/20","Incheon","Coastal",148,55,26,25,11,11,2016
"2016/11/21","Incheon","Coastal",101,71,17,48,15,13,2016
"2016/11/22","Incheon","Coastal",122,51,23,28,9,7,2016
"2016/11/23","Incheon","Coastal",84,52,20,30,11,8,2016
"2016/11/24","Incheon","Coastal",68,49,24,30,12,9,2016
"2016/11/25","Incheon","Coastal",70,53,16,58,16,14,2016
"2016/11/26","Incheon","Coastal",98,68,3,60,12,16,2016
"2016/11/27","Incheon","Coastal",151,69,16,43,15,14,2016
"2016/11/28","Incheon","Coastal",158,74,23,34,23,12,2016
"2016/11/29","Incheon","Coastal",129,53,15,50,25,14,2016
"2016/11/30","Incheon","Coastal",98,62,27,58,17,17,2016
"2016/12/1","Incheon","Coastal",140,59,25,31,12,9,2016
"2016/12/2","Incheon","Coastal",105,50,18,46,17,10,2016
"2016/12/3","Incheon","Coastal",87,61,11,74,20,17,2016
"2016/12/4","Incheon","Coastal",133,81,6,75,26,20,2016
"2016/12/5","Incheon","Coastal",170,84,27,50,16,14,2016
"2016/12/6","Incheon","Coastal",164,39,21,33,13,8,2016
"2016/12/7","Incheon","Coastal",72,55,11,58,18,12,2016
"2016/12/8","Incheon","Coastal",106,60,20,56,14,14,2016
"2016/12/9","Incheon","Coastal",124,49,25,34,10,10,2016
"2016/12/10","Incheon","Coastal",98,49,24,34,12,9,2016
"2016/12/11","Incheon","Coastal",95,53,18,45,15,13,2016
"2016/12/12","Incheon","Coastal",100,65,5,73,18,20,2016
"2016/12/13","Incheon","Coastal",137,66,22,52,17,16,2016
"2016/12/14","Incheon","Coastal",144,60,17,37,13,11,2016
"2016/12/15","Incheon","Coastal",111,56,23,28,11,9,2016
"2016/12/16","Incheon","Coastal",76,60,60,38,11,9,2016
"2016/12/17","Incheon","Coastal",76,63,26,59,17,13,2016
"2016/12/18","Incheon","Coastal",130,56,16,44,21,13,2016
"2016/12/19","Incheon","Coastal",116,57,9,61,13,13,2016
"2016/12/20","Incheon","Coastal",107,63,14,58,16,16,2016
"2016/12/21","Incheon","Coastal",132,63,11,62,15,17,2016
"2016/12/22","Incheon","Coastal",130,45,23,30,9,11,2016
"2016/12/23","Incheon","Coastal",79,64,21,28,10,8,2016
"2016/12/24","Incheon","Coastal",123,85,21,37,11,12,2016
"2016/12/25","Incheon","Coastal",156,84,6,46,12,16,2016
"2016/12/26","Incheon","Coastal",155,66,18,56,14,17,2016
"2016/12/27","Incheon","Coastal",143,55,24,31,10,9,2016
"2016/12/28","Incheon","Coastal",100,68,16,47,13,11,2016
"2016/12/29","Incheon","Coastal",102,52,21,40,12,10,2016
"2016/12/30","Incheon","Coastal",80,53,12,50,15,14,2016
"2016/12/31","Incheon","Coastal",99,60,11,58,15,19,2016
"2017/1/1","Incheon","Coastal",146,71,22,51,14,16,2017
"2017/1/2","Incheon","Coastal",158,92,32,54,14,15,2017
"2016/7/2","Incheon","Coastal",62,34,40,25,13,5,2016
"2016/7/3","Incheon","Coastal",47,56,69,25,11,7,2016
"2016/7/4","Incheon","Coastal",123,52,28,46,10,7,2016
"2016/7/5","Incheon","Coastal",105,32,33,22,9,5,2016
"2016/7/6","Incheon","Coastal",41,33,29,26,15,5,2016
"2016/7/7","Incheon","Coastal",47,45,38,40,20,12,2016
"2016/7/8","Incheon","Coastal",92,66,69,56,18,12,2016
"2016/7/9","Incheon","Coastal",134,53,38,38,21,10,2016
"2016/7/10","Incheon","Coastal",101,41,44,31,20,8,2016
"2016/7/11","Incheon","Coastal",78,61,69,54,33,11,2016
"2016/7/12","Incheon","Coastal",123,55,44,38,26,7,2016
"2016/7/13","Incheon","Coastal",103,42,27,27,14,5,2016
"2016/7/14","Incheon","Coastal",72,44,43,34,15,5,2016
"2016/7/15","Incheon","Coastal",72,42,32,43,11,6,2016
"2016/7/16","Incheon","Coastal",59,29,23,31,8,6,2016
"2016/7/17","Incheon","Coastal",35,27,26,17,8,5,2016
"2016/7/18","Incheon","Coastal",33,33,29,29,14,6,2016
"2016/7/19","Incheon","Coastal",55,54,106,53,16,8,2016
"2016/7/20","Incheon","Coastal",100,60,84,50,14,9,2016
"2016/7/21","Incheon","Coastal",125,43,50,35,8,7,2016
"2016/7/22","Incheon","Coastal",80,49,63,39,13,7,2016
"2016/7/23","Incheon","Coastal",91,53,52,31,15,7,2016
"2016/7/24","Incheon","Coastal",86,40,63,21,12,7,2016
"2016/7/25","Incheon","Coastal",79,48,61,26,17,7,2016
"2016/7/26","Incheon","Coastal",96,44,55,25,15,7,2016
"2016/7/27","Incheon","Coastal",85,42,44,27,18,24,2016
"2016/7/28","Incheon","Coastal",76,50,67,41,25,32,2016
"2016/7/29","Incheon","Coastal",111,53,41,41,14,9,2016
"2016/7/30","Incheon","Coastal",111,51,50,31,21,7,2016
"2016/7/31","Incheon","Coastal",111,48,34,19,17,6,2016
"2016/8/1","Incheon","Coastal",108,39,25,22,13,7,2016
"2016/8/2","Incheon","Coastal",85,38,29,29,15,15,2016
"2016/8/3","Incheon","Coastal",73,43,76,50,14,34,2016
"2016/8/4","Incheon","Coastal",78,53,79,49,18,29,2016
"2016/8/5","Incheon","Coastal",109,62,101,49,21,14,2016
"2016/8/6","Incheon","Coastal",125,65,87,44,22,15,2016
"2016/8/7","Incheon","Coastal",138,43,40,31,16,9,2016
"2016/8/8","Incheon","Coastal",92,52,47,37,19,11,2016
"2016/8/9","Incheon","Coastal",105,54,110,41,14,9,2016
"2016/8/10","Incheon","Coastal",96,58,75,38,17,10,2016
"2016/8/11","Incheon","Coastal",120,49,67,32,14,13,2016
"2016/8/12","Incheon","Coastal",88,55,53,27,15,13,2016
"2016/8/13","Incheon","Coastal",111,54,48,25,13,11,2016
"2016/8/14","Incheon","Coastal",94,55,58,21,10,10,2016
"2016/8/15","Incheon","Coastal",114,56,71,31,11,11,2016
"2016/8/16","Incheon","Coastal",91,54,80,46,15,11,2016
"2016/8/17","Incheon","Coastal",104,66,63,45,17,14,2016
"2016/8/18","Incheon","Coastal",122,63,88,49,24,11,2016
"2016/8/19","Incheon","Coastal",122,73,112,58,22,10,2016
"2016/8/20","Incheon","Coastal",149,66,109,54,15,9,2016
"2016/8/21","Incheon","Coastal",130,47,73,34,13,7,2016
"2016/8/22","Incheon","Coastal",93,55,62,59,20,19,2016
"2016/8/23","Incheon","Coastal",100,52,72,44,19,9,2016
"2016/8/24","Incheon","Coastal",97,51,49,39,18,7,2016
"2016/8/25","Incheon","Coastal",96,43,45,38,18,9,2016
"2016/8/26","Incheon","Coastal",82,38,30,32,9,7,2016
"2016/8/27","Incheon","Coastal",44,35,38,32,10,5,2016
"2016/8/28","Incheon","Coastal",37,36,27,19,8,5,2016
"2016/8/29","Incheon","Coastal",34,44,29,28,23,6,2016
"2016/8/30","Incheon","Coastal",42,41,28,24,16,5,2016
"2016/8/31","Incheon","Coastal",53,35,38,25,8,7,2016
"2016/9/1","Incheon","Coastal",45,65,83,43,12,10,2016
"2016/9/2","Incheon","Coastal",118,53,57,36,10,10,2016
"2016/9/3","Incheon","Coastal",96,37,63,35,14,10,2016
"2016/9/4","Incheon","Coastal",67,48,38,41,13,13,2016
"2016/9/5","Incheon","Coastal",81,46,36,44,16,15,2016
"2016/9/6","Incheon","Coastal",83,63,50,37,18,14,2016
"2016/9/7","Incheon","Coastal",121,83,62,41,13,13,2016
"2016/9/8","Incheon","Coastal",148,65,65,48,17,11,2016
"2016/9/9","Incheon","Coastal",133,66,52,50,14,12,2016
"2016/9/10","Incheon","Coastal",121,66,102,48,15,12,2016
"2016/9/11","Incheon","Coastal",123,62,67,32,13,15,2016
"2016/9/12","Incheon","Coastal",115,59,37,47,14,15,2016
"2016/9/13","Incheon","Coastal",104,47,66,47,15,8,2016
"2016/9/14","Incheon","Coastal",75,56,65,38,13,8,2016
"2016/9/15","Incheon","Coastal",105,55,51,29,13,8,2016
"2016/9/16","Incheon","Coastal",100,58,74,34,19,10,2016
"2016/9/17","Incheon","Coastal",122,49,39,24,10,7,2016
"2016/9/18","Incheon","Coastal",81,46,38,28,9,6,2016
"2016/9/19","Incheon","Coastal",68,38,26,32,9,6,2016
"2016/9/20","Incheon","Coastal",41,38,31,34,10,5,2016
"2016/9/21","Incheon","Coastal",43,53,36,41,9,7,2016
"2016/9/22","Incheon","Coastal",88,57,39,49,10,7,2016
"2016/9/23","Incheon","Coastal",111,66,71,57,16,11,2016
"2016/9/24","Incheon","Coastal",141,76,88,64,19,12,2016
"2016/9/25","Incheon","Coastal",154,69,59,51,16,11,2016
"2016/9/26","Incheon","Coastal",133,60,28,58,12,12,2016
"2016/9/27","Incheon","Coastal",109,57,14,53,11,12,2016
"2016/9/28","Incheon","Coastal",104,57,14,39,11,11,2016
"2016/9/29","Incheon","Coastal",94,41,16,28,9,11,2016
"2016/9/30","Incheon","Coastal",49,46,30,41,15,8,2016
"2016/10/1","Incheon","Coastal",72,75,23,65,21,12,2016
"2016/4/2","Incheon","Coastal",142,84,77,77,35,12,2016
"2016/4/3","Incheon","Coastal",159,58,36,39,14,9,2016
"2016/4/4","Incheon","Coastal",111,50,37,47,22,7,2016
"2016/4/5","Incheon","Coastal",79,64,42,46,27,7,2016
"2016/4/6","Incheon","Coastal",96,82,46,67,28,10,2016
"2016/4/7","Incheon","Coastal",131,63,50,45,17,8,2016
"2016/4/8","Incheon","Coastal",128,64,44,37,16,8,2016
"2016/4/9","Incheon","Coastal",114,82,39,44,24,10,2016
"2016/4/10","Incheon","Coastal",158,90,69,40,17,13,2016
"2016/4/11","Incheon","Coastal",169,67,31,49,13,8,2016
"2016/4/12","Incheon","Coastal",111,71,46,49,19,8,2016
"2016/4/13","Incheon","Coastal",130,63,47,53,20,9,2016
"2016/4/14","Incheon","Coastal",145,50,40,44,19,8,2016
"2016/4/15","Incheon","Coastal",103,72,24,62,22,13,2016
"2016/4/16","Incheon","Coastal",144,71,37,64,15,12,2016
"2016/4/17","Incheon","Coastal",116,61,48,23,10,9,2016
"2016/4/18","Incheon","Coastal",98,61,40,35,17,7,2016
"2016/4/19","Incheon","Coastal",71,62,38,43,13,7,2016
"2016/4/20","Incheon","Coastal",87,67,36,58,21,10,2016
"2016/4/21","Incheon","Coastal",129,49,35,45,9,9,2016
"2016/4/22","Incheon","Coastal",85,62,48,44,17,10,2016
"2016/4/23","Incheon","Coastal",127,151,42,46,20,12,2016
"2016/4/24","Incheon","Coastal",164,165,43,45,14,11,2016
"2016/4/25","Incheon","Coastal",129,84,35,65,22,12,2016
"2016/4/26","Incheon","Coastal",124,82,47,69,19,11,2016
"2016/4/27","Incheon","Coastal",139,65,40,45,11,8,2016
"2016/4/28","Incheon","Coastal",87,65,48,48,14,8,2016
"2016/4/29","Incheon","Coastal",92,73,49,45,22,10,2016
"2016/4/30","Incheon","Coastal",136,71,78,35,20,10,2016
"2016/5/1","Incheon","Coastal",123,55,68,32,15,8,2016
"2016/5/2","Incheon","Coastal",88,59,42,44,10,10,2016
"2016/5/3","Incheon","Coastal",101,46,39,22,8,6,2016
"2016/5/4","Incheon","Coastal",48,60,44,30,9,7,2016
"2016/5/5","Incheon","Coastal",62,59,42,46,16,10,2016
"2016/5/6","Incheon","Coastal",83,52,45,37,11,8,2016
"2016/5/7","Incheon","Coastal",82,108,39,37,20,10,2016
"2016/5/8","Incheon","Coastal",104,62,66,43,16,10,2016
"2016/5/9","Incheon","Coastal",85,73,60,58,20,17,2016
"2016/5/10","Incheon","Coastal",122,55,38,40,11,12,2016
"2016/5/11","Incheon","Coastal",69,46,46,36,13,7,2016
"2016/5/12","Incheon","Coastal",61,52,52,40,19,8,2016
"2016/5/13","Incheon","Coastal",85,55,51,37,14,8,2016
"2016/5/14","Incheon","Coastal",78,53,65,46,21,8,2016
"2016/5/15","Incheon","Coastal",85,49,48,29,13,8,2016
"2016/5/16","Incheon","Coastal",83,52,53,34,13,9,2016
"2016/5/17","Incheon","Coastal",76,75,81,57,25,12,2016
"2016/5/18","Incheon","Coastal",153,75,60,77,22,17,2016
"2016/5/19","Incheon","Coastal",140,59,56,65,23,21,2016
"2016/5/20","Incheon","Coastal",92,74,93,73,28,16,2016
"2016/5/21","Incheon","Coastal",137,67,69,74,25,13,2016
"2016/5/22","Incheon","Coastal",118,65,101,59,14,12,2016
"2016/5/23","Incheon","Coastal",135,72,85,64,21,12,2016
"2016/5/24","Incheon","Coastal",153,51,60,35,11,10,2016
"2016/5/25","Incheon","Coastal",91,76,75,38,13,12,2016
"2016/5/26","Incheon","Coastal",155,75,58,44,19,13,2016
"2016/5/27","Incheon","Coastal",157,76,70,54,16,14,2016
"2016/5/28","Incheon","Coastal",158,71,62,47,24,13,2016
"2016/5/29","Incheon","Coastal",133,68,76,37,17,12,2016
"2016/5/30","Incheon","Coastal",128,87,84,54,23,17,2016
"2016/5/31","Incheon","Coastal",164,71,50,37,23,12,2016
"2016/6/1","Incheon","Coastal",126,59,85,47,13,13,2016
"2016/6/2","Incheon","Coastal",102,57,90,49,17,11,2016
"2016/6/3","Incheon","Coastal",105,55,64,42,15,9,2016
"2016/6/4","Incheon","Coastal",81,61,43,54,22,10,2016
"2016/6/5","Incheon","Coastal",99,62,82,37,15,10,2016
"2016/6/6","Incheon","Coastal",100,47,53,35,14,8,2016
"2016/6/7","Incheon","Coastal",77,60,51,46,26,14,2016
"2016/6/8","Incheon","Coastal",109,45,38,27,13,8,2016
"2016/6/9","Incheon","Coastal",73,64,46,47,24,11,2016
"2016/6/10","Incheon","Coastal",118,62,51,46,22,13,2016
"2016/6/11","Incheon","Coastal",120,55,36,33,14,9,2016
